index,age_bin,gender,race
10486,more than 70,Male,Black
10487,3-9,Female,Black
10489,3-9,Male,Middle Eastern
10490,10-19,Female,White
10499,10-19,Male,Latino_Hispanic
10504,3-9,Female,Middle Eastern
10512,3-9,Female,Black
10513,3-9,Female,Indian
10515,3-9,Male,Middle Eastern
10516,3-9,Male,Indian
10517,10-19,Female,White
10520,10-19,Male,Black
10521,10-19,Female,Indian
10525,3-9,Male,Southeast Asian
10526,3-9,Female,East Asian
10527,3-9,Male,Black
10530,3-9,Female,Indian
10534,3-9,Male,Black
10541,10-19,Female,Latino_Hispanic
10542,3-9,Male,Middle Eastern
10544,10-19,Female,White
10546,10-19,Male,Southeast Asian
10548,10-19,Female,Latino_Hispanic
10549,0-2,Male,Indian
10554,10-19,Male,Southeast Asian
10556,10-19,Female,Black
10576,10-19,Male,Black
10578,10-19,Female,Southeast Asian
10587,10-19,Female,Indian
10592,10-19,Male,Southeast Asian
10594,3-9,Male,Latino_Hispanic
10598,more than 70,Male,Indian
10602,3-9,Male,Southeast Asian
10603,3-9,Male,East Asian
10611,10-19,Female,White
10613,3-9,Male,White
10614,10-19,Female,Black
10615,0-2,Male,Middle Eastern
10616,10-19,Female,Southeast Asian
10617,10-19,Male,East Asian
10618,3-9,Female,Black
10632,3-9,Female,Middle Eastern
10638,3-9,Male,Southeast Asian
10641,10-19,Male,Latino_Hispanic
10643,10-19,Female,Latino_Hispanic
10646,10-19,Female,Southeast Asian
10647,10-19,Female,Latino_Hispanic
10648,3-9,Male,White
10651,0-2,Male,White
10653,3-9,Male,Latino_Hispanic
10658,3-9,Female,East Asian
10662,10-19,Female,Indian
10664,10-19,Female,White
10666,3-9,Female,Latino_Hispanic
10669,3-9,Male,Southeast Asian
10670,10-19,Female,Indian
10674,3-9,Male,Latino_Hispanic
10676,3-9,Male,Black
10680,3-9,Male,Middle Eastern
10688,10-19,Female,White
10693,3-9,Male,Middle Eastern
10694,3-9,Male,East Asian
10695,3-9,Female,Latino_Hispanic
10698,3-9,Female,East Asian
10701,3-9,Male,White
10703,10-19,Male,Black
10706,3-9,Male,Latino_Hispanic
10711,0-2,Female,Black
10713,0-2,Male,White
10720,3-9,Female,White
10722,10-19,Female,Southeast Asian
10728,10-19,Male,White
10731,10-19,Female,Black
10732,3-9,Male,Indian
10735,3-9,Male,Southeast Asian
10741,10-19,Female,Black
10747,3-9,Female,Southeast Asian
10752,10-19,Male,White
10753,0-2,Male,Black
10754,3-9,Male,Latino_Hispanic
10759,10-19,Male,Latino_Hispanic
10764,10-19,Female,Black
10766,3-9,Female,East Asian
10769,10-19,Female,Latino_Hispanic
10771,3-9,Male,East Asian
10772,3-9,Male,Black
10773,0-2,Female,East Asian
10778,10-19,Male,Latino_Hispanic
10780,10-19,Female,Latino_Hispanic
10782,0-2,Male,Southeast Asian
10788,more than 70,Female,Middle Eastern
10791,3-9,Male,Middle Eastern
10795,10-19,Male,Middle Eastern
10797,3-9,Female,Indian
10800,3-9,Male,Black
10805,10-19,Male,East Asian
10811,3-9,Female,Black
10812,10-19,Male,Latino_Hispanic
10819,10-19,Male,Southeast Asian
10836,3-9,Male,Latino_Hispanic
10838,10-19,Male,Southeast Asian
10839,3-9,Male,Indian
10841,10-19,Female,Southeast Asian
10843,3-9,Male,East Asian
10844,0-2,Male,Black
10855,0-2,Male,White
10857,10-19,Female,East Asian
10859,10-19,Female,Indian
10861,10-19,Female,Indian
10866,3-9,Female,Latino_Hispanic
10872,more than 70,Male,East Asian
10873,3-9,Female,Southeast Asian
10882,10-19,Male,White
10885,3-9,Male,East Asian
10886,10-19,Male,Indian
10887,3-9,Male,Middle Eastern
10888,10-19,Female,Black
10891,0-2,Female,Latino_Hispanic
10904,3-9,Male,East Asian
10913,3-9,Female,Indian
10916,3-9,Male,White
10917,3-9,Male,East Asian
10918,3-9,Male,Southeast Asian
10922,0-2,Male,East Asian
10923,more than 70,Female,White
10924,3-9,Male,Middle Eastern
10928,10-19,Female,Black
10932,3-9,Male,Black
10937,3-9,Female,White
10940,3-9,Female,Indian
10941,3-9,Male,Middle Eastern
10944,10-19,Male,Southeast Asian
10947,10-19,Male,White
7444,20-29,Male,East Asian
4112,20-29,Male,East Asian
7655,20-29,Male,East Asian
5942,20-29,Female,East Asian
7881,20-29,Male,East Asian
7638,20-29,Female,East Asian
3605,20-29,Male,East Asian
6512,20-29,Female,East Asian
2062,20-29,Male,East Asian
10593,20-29,Male,East Asian
2639,20-29,Male,East Asian
528,20-29,Female,East Asian
10880,20-29,Female,East Asian
3935,20-29,Female,East Asian
1783,20-29,Male,East Asian
1364,20-29,Female,East Asian
7867,20-29,Female,East Asian
10622,20-29,Female,East Asian
3749,20-29,Female,East Asian
1613,20-29,Female,East Asian
1223,20-29,Female,East Asian
9393,20-29,Female,East Asian
8021,20-29,Female,East Asian
8709,20-29,Female,East Asian
817,20-29,Female,East Asian
7447,20-29,Female,East Asian
7603,20-29,Female,East Asian
1670,20-29,Male,East Asian
4227,20-29,Female,East Asian
7242,20-29,Female,East Asian
9333,20-29,Female,East Asian
263,20-29,Female,East Asian
3481,20-29,Male,East Asian
8546,20-29,Male,East Asian
8054,20-29,Male,East Asian
2786,20-29,Male,East Asian
7892,20-29,Male,East Asian
5855,20-29,Female,East Asian
5783,20-29,Female,East Asian
1423,20-29,Female,East Asian
1268,20-29,Female,East Asian
4677,20-29,Female,East Asian
2109,20-29,Male,East Asian
10293,20-29,Female,East Asian
1597,20-29,Female,East Asian
987,20-29,Male,East Asian
7384,20-29,Male,East Asian
10049,20-29,Female,East Asian
8790,20-29,Female,East Asian
6304,20-29,Female,East Asian
3083,20-29,Male,White
9108,20-29,Female,White
9030,20-29,Female,White
4380,20-29,Male,White
1430,20-29,Female,White
8544,20-29,Female,White
8595,20-29,Male,White
5132,20-29,Male,White
6236,20-29,Female,White
8962,20-29,Female,White
8427,20-29,Male,White
8250,20-29,Female,White
9026,20-29,Female,White
6227,20-29,Female,White
10927,20-29,Male,White
8076,20-29,Male,White
1296,20-29,Male,White
6018,20-29,Female,White
7297,20-29,Male,White
4502,20-29,Female,White
352,20-29,Male,White
5786,20-29,Female,White
7252,20-29,Female,White
628,20-29,Male,White
3138,20-29,Male,White
1497,20-29,Male,White
9482,20-29,Male,White
4324,20-29,Male,White
7626,20-29,Male,White
1883,20-29,Female,White
1518,20-29,Male,White
7019,20-29,Male,White
10029,20-29,Female,White
5449,20-29,Female,White
5224,20-29,Male,White
4700,20-29,Male,White
10848,20-29,Male,White
9739,20-29,Female,White
5099,20-29,Female,White
931,20-29,Female,White
8834,20-29,Male,White
1317,20-29,Male,White
10254,20-29,Male,White
10169,20-29,Female,White
5406,20-29,Male,White
2104,20-29,Male,White
981,20-29,Male,White
3727,20-29,Male,White
10462,20-29,Female,White
7145,20-29,Female,White
5460,20-29,Female,Latino_Hispanic
5035,20-29,Female,Latino_Hispanic
3887,20-29,Male,Latino_Hispanic
6488,20-29,Female,Latino_Hispanic
1482,20-29,Male,Latino_Hispanic
4167,20-29,Male,Latino_Hispanic
7940,20-29,Male,Latino_Hispanic
72,20-29,Female,Latino_Hispanic
5762,20-29,Female,Latino_Hispanic
9790,20-29,Female,Latino_Hispanic
5443,20-29,Female,Latino_Hispanic
8476,20-29,Male,Latino_Hispanic
171,20-29,Female,Latino_Hispanic
10935,20-29,Female,Latino_Hispanic
4338,20-29,Male,Latino_Hispanic
5676,20-29,Female,Latino_Hispanic
6715,20-29,Female,Latino_Hispanic
5191,20-29,Male,Latino_Hispanic
589,20-29,Male,Latino_Hispanic
2937,20-29,Female,Latino_Hispanic
7171,20-29,Female,Latino_Hispanic
9566,20-29,Female,Latino_Hispanic
2863,20-29,Female,Latino_Hispanic
7302,20-29,Female,Latino_Hispanic
5112,20-29,Male,Latino_Hispanic
5845,20-29,Male,Latino_Hispanic
1023,20-29,Male,Latino_Hispanic
5697,20-29,Female,Latino_Hispanic
6295,20-29,Male,Latino_Hispanic
4037,20-29,Male,Latino_Hispanic
6413,20-29,Female,Latino_Hispanic
7113,20-29,Female,Latino_Hispanic
5866,20-29,Male,Latino_Hispanic
843,20-29,Female,Latino_Hispanic
1572,20-29,Female,Latino_Hispanic
1584,20-29,Female,Latino_Hispanic
9944,20-29,Female,Latino_Hispanic
2546,20-29,Female,Latino_Hispanic
3102,20-29,Female,Latino_Hispanic
6298,20-29,Female,Latino_Hispanic
2817,20-29,Female,Latino_Hispanic
10458,20-29,Female,Latino_Hispanic
3858,20-29,Female,Latino_Hispanic
2408,20-29,Male,Latino_Hispanic
6121,20-29,Male,Latino_Hispanic
10058,20-29,Female,Latino_Hispanic
6720,20-29,Male,Latino_Hispanic
7660,20-29,Male,Latino_Hispanic
3238,20-29,Male,Latino_Hispanic
7198,20-29,Female,Latino_Hispanic
4668,20-29,Male,Southeast Asian
7676,20-29,Male,Southeast Asian
629,20-29,Male,Southeast Asian
8876,20-29,Female,Southeast Asian
5624,20-29,Male,Southeast Asian
5602,20-29,Female,Southeast Asian
3836,20-29,Female,Southeast Asian
6891,20-29,Female,Southeast Asian
3070,20-29,Female,Southeast Asian
3604,20-29,Male,Southeast Asian
10640,20-29,Female,Southeast Asian
3629,20-29,Female,Southeast Asian
7551,20-29,Female,Southeast Asian
5367,20-29,Male,Southeast Asian
7583,20-29,Male,Southeast Asian
973,20-29,Female,Southeast Asian
3773,20-29,Female,Southeast Asian
8756,20-29,Male,Southeast Asian
4414,20-29,Female,Southeast Asian
9763,20-29,Female,Southeast Asian
5790,20-29,Female,Southeast Asian
5366,20-29,Female,Southeast Asian
7428,20-29,Female,Southeast Asian
87,20-29,Male,Southeast Asian
9363,20-29,Female,Southeast Asian
10877,20-29,Female,Southeast Asian
7157,20-29,Female,Southeast Asian
8976,20-29,Female,Southeast Asian
9477,20-29,Male,Southeast Asian
1377,20-29,Female,Southeast Asian
5548,20-29,Female,Southeast Asian
8507,20-29,Female,Southeast Asian
2911,20-29,Female,Southeast Asian
7772,20-29,Female,Southeast Asian
1427,20-29,Female,Southeast Asian
4863,20-29,Female,Southeast Asian
7699,20-29,Female,Southeast Asian
3215,20-29,Female,Southeast Asian
7226,20-29,Male,Southeast Asian
120,20-29,Female,Southeast Asian
10738,20-29,Female,Southeast Asian
1446,20-29,Female,Southeast Asian
7427,20-29,Male,Southeast Asian
6614,20-29,Male,Southeast Asian
357,20-29,Female,Southeast Asian
8644,20-29,Male,Southeast Asian
9353,20-29,Male,Southeast Asian
5860,20-29,Female,Southeast Asian
1494,20-29,Male,Southeast Asian
3712,20-29,Male,Southeast Asian
9888,20-29,Female,Black
1726,20-29,Female,Black
10179,20-29,Female,Black
2396,20-29,Female,Black
3995,20-29,Male,Black
7920,20-29,Male,Black
6633,20-29,Male,Black
8050,20-29,Female,Black
729,20-29,Male,Black
4866,20-29,Male,Black
8160,20-29,Female,Black
10185,20-29,Female,Black
5405,20-29,Female,Black
2071,20-29,Male,Black
8325,20-29,Male,Black
2569,20-29,Female,Black
7895,20-29,Female,Black
146,20-29,Male,Black
10451,20-29,Female,Black
10051,20-29,Female,Black
10485,20-29,Male,Black
9325,20-29,Male,Black
3707,20-29,Male,Black
6492,20-29,Female,Black
430,20-29,Female,Black
8135,20-29,Female,Black
10715,20-29,Male,Black
7750,20-29,Male,Black
2683,20-29,Male,Black
1592,20-29,Male,Black
5844,20-29,Female,Black
142,20-29,Female,Black
10268,20-29,Male,Black
5066,20-29,Female,Black
196,20-29,Male,Black
2288,20-29,Male,Black
6588,20-29,Female,Black
4883,20-29,Male,Black
6027,20-29,Female,Black
5377,20-29,Male,Black
2107,20-29,Female,Black
5106,20-29,Female,Black
6685,20-29,Female,Black
9414,20-29,Female,Black
1754,20-29,Male,Black
10286,20-29,Male,Black
7468,20-29,Male,Black
3507,20-29,Male,Black
2874,20-29,Female,Black
7481,20-29,Male,Black
5126,20-29,Female,Indian
10898,20-29,Female,Indian
2961,20-29,Male,Indian
5626,20-29,Male,Indian
8977,20-29,Male,Indian
9580,20-29,Female,Indian
92,20-29,Female,Indian
2355,20-29,Female,Indian
8739,20-29,Male,Indian
6110,20-29,Male,Indian
4864,20-29,Male,Indian
4322,20-29,Male,Indian
9622,20-29,Male,Indian
3364,20-29,Female,Indian
3531,20-29,Female,Indian
2341,20-29,Male,Indian
10847,20-29,Female,Indian
9064,20-29,Male,Indian
10425,20-29,Male,Indian
1798,20-29,Male,Indian
7464,20-29,Female,Indian
1803,20-29,Female,Indian
4342,20-29,Female,Indian
110,20-29,Male,Indian
6740,20-29,Male,Indian
10483,20-29,Male,Indian
2919,20-29,Female,Indian
6436,20-29,Female,Indian
3016,20-29,Female,Indian
3637,20-29,Female,Indian
194,20-29,Male,Indian
2824,20-29,Female,Indian
8581,20-29,Female,Indian
6192,20-29,Male,Indian
8566,20-29,Female,Indian
5103,20-29,Female,Indian
9018,20-29,Female,Indian
7501,20-29,Male,Indian
9432,20-29,Female,Indian
4424,20-29,Female,Indian
5846,20-29,Male,Indian
9124,20-29,Female,Indian
8407,20-29,Female,Indian
514,20-29,Male,Indian
1734,20-29,Female,Indian
6376,20-29,Female,Indian
4709,20-29,Female,Indian
9062,20-29,Female,Indian
2142,20-29,Female,Indian
3722,20-29,Female,Indian
5463,20-29,Female,Middle Eastern
8375,20-29,Male,Middle Eastern
7771,20-29,Male,Middle Eastern
6714,20-29,Male,Middle Eastern
5380,20-29,Male,Middle Eastern
3751,20-29,Female,Middle Eastern
8891,20-29,Female,Middle Eastern
9481,20-29,Male,Middle Eastern
346,20-29,Female,Middle Eastern
4429,20-29,Male,Middle Eastern
5726,20-29,Male,Middle Eastern
2023,20-29,Female,Middle Eastern
10077,20-29,Female,Middle Eastern
6514,20-29,Male,Middle Eastern
8104,20-29,Male,Middle Eastern
404,20-29,Female,Middle Eastern
2087,20-29,Male,Middle Eastern
5678,20-29,Male,Middle Eastern
9667,20-29,Female,Middle Eastern
10224,20-29,Male,Middle Eastern
7411,20-29,Male,Middle Eastern
647,20-29,Male,Middle Eastern
4886,20-29,Male,Middle Eastern
6092,20-29,Male,Middle Eastern
4280,20-29,Female,Middle Eastern
3701,20-29,Female,Middle Eastern
4750,20-29,Male,Middle Eastern
8523,20-29,Female,Middle Eastern
10233,20-29,Male,Middle Eastern
486,20-29,Male,Middle Eastern
10245,20-29,Female,Middle Eastern
9080,20-29,Male,Middle Eastern
9662,20-29,Female,Middle Eastern
3391,20-29,Male,Middle Eastern
6605,20-29,Female,Middle Eastern
2266,20-29,Female,Middle Eastern
9085,20-29,Female,Middle Eastern
7462,20-29,Male,Middle Eastern
9526,20-29,Male,Middle Eastern
6300,20-29,Female,Middle Eastern
498,20-29,Male,Middle Eastern
835,20-29,Male,Middle Eastern
7756,20-29,Female,Middle Eastern
10911,20-29,Male,Middle Eastern
2728,20-29,Male,Middle Eastern
879,20-29,Male,Middle Eastern
3104,20-29,Female,Middle Eastern
5167,20-29,Female,Middle Eastern
4085,20-29,Male,Middle Eastern
8343,20-29,Male,Middle Eastern
7516,30-39,Female,East Asian
1508,30-39,Male,East Asian
7764,30-39,Male,East Asian
9633,30-39,Female,East Asian
8994,30-39,Female,East Asian
7346,30-39,Female,East Asian
6464,30-39,Female,East Asian
1283,30-39,Male,East Asian
5767,30-39,Female,East Asian
7800,30-39,Male,East Asian
10758,30-39,Male,East Asian
2650,30-39,Male,East Asian
129,30-39,Female,East Asian
9488,30-39,Male,East Asian
1890,30-39,Female,East Asian
6532,30-39,Male,East Asian
10584,30-39,Female,East Asian
1986,30-39,Male,East Asian
6059,30-39,Male,East Asian
9807,30-39,Female,East Asian
3079,30-39,Female,East Asian
3964,30-39,Female,East Asian
7929,30-39,Male,East Asian
9206,30-39,Male,East Asian
9616,30-39,Female,East Asian
3636,30-39,Female,East Asian
1722,30-39,Female,East Asian
9866,30-39,Male,East Asian
5248,30-39,Female,East Asian
8580,30-39,Male,East Asian
2816,30-39,Female,East Asian
439,30-39,Female,East Asian
3825,30-39,Male,East Asian
3271,30-39,Female,East Asian
3563,30-39,Male,East Asian
7114,30-39,Male,East Asian
1770,30-39,Female,East Asian
8115,30-39,Female,East Asian
10510,30-39,Female,East Asian
8852,30-39,Female,East Asian
10244,30-39,Female,East Asian
9621,30-39,Female,East Asian
4742,30-39,Male,East Asian
1327,30-39,Male,East Asian
940,30-39,Male,East Asian
9144,30-39,Female,East Asian
6732,30-39,Female,East Asian
1011,30-39,Male,East Asian
9946,30-39,Male,East Asian
2439,30-39,Male,East Asian
6677,30-39,Female,White
6283,30-39,Female,White
779,30-39,Female,White
8425,30-39,Female,White
9770,30-39,Female,White
8128,30-39,Male,White
8465,30-39,Female,White
1382,30-39,Male,White
5574,30-39,Female,White
739,30-39,Male,White
8953,30-39,Male,White
3508,30-39,Female,White
3682,30-39,Female,White
7358,30-39,Male,White
3979,30-39,Female,White
6872,30-39,Male,White
9473,30-39,Female,White
7484,30-39,Female,White
974,30-39,Female,White
4379,30-39,Male,White
1942,30-39,Female,White
6840,30-39,Female,White
6902,30-39,Female,White
9609,30-39,Male,White
6649,30-39,Male,White
8454,30-39,Female,White
10273,30-39,Male,White
10386,30-39,Female,White
82,30-39,Female,White
1385,30-39,Male,White
2407,30-39,Female,White
6988,30-39,Male,White
5456,30-39,Male,White
4485,30-39,Female,White
1244,30-39,Male,White
7935,30-39,Male,White
7165,30-39,Male,White
4011,30-39,Female,White
3854,30-39,Male,White
6759,30-39,Male,White
7472,30-39,Female,White
9924,30-39,Male,White
86,30-39,Male,White
1345,30-39,Male,White
7327,30-39,Male,White
5089,30-39,Male,White
10117,30-39,Female,White
6477,30-39,Female,White
481,30-39,Female,White
9510,30-39,Female,White
3672,30-39,Female,Latino_Hispanic
4293,30-39,Male,Latino_Hispanic
302,30-39,Male,Latino_Hispanic
7839,30-39,Female,Latino_Hispanic
7567,30-39,Male,Latino_Hispanic
10884,30-39,Female,Latino_Hispanic
3963,30-39,Male,Latino_Hispanic
4702,30-39,Male,Latino_Hispanic
3163,30-39,Male,Latino_Hispanic
5525,30-39,Female,Latino_Hispanic
4031,30-39,Female,Latino_Hispanic
7398,30-39,Male,Latino_Hispanic
4210,30-39,Male,Latino_Hispanic
5087,30-39,Male,Latino_Hispanic
43,30-39,Female,Latino_Hispanic
7753,30-39,Male,Latino_Hispanic
9194,30-39,Male,Latino_Hispanic
8750,30-39,Male,Latino_Hispanic
9130,30-39,Male,Latino_Hispanic
6958,30-39,Female,Latino_Hispanic
9614,30-39,Male,Latino_Hispanic
4074,30-39,Male,Latino_Hispanic
7864,30-39,Male,Latino_Hispanic
68,30-39,Male,Latino_Hispanic
10890,30-39,Male,Latino_Hispanic
4196,30-39,Female,Latino_Hispanic
9159,30-39,Male,Latino_Hispanic
7862,30-39,Female,Latino_Hispanic
10265,30-39,Male,Latino_Hispanic
8522,30-39,Female,Latino_Hispanic
6412,30-39,Female,Latino_Hispanic
5701,30-39,Male,Latino_Hispanic
7285,30-39,Male,Latino_Hispanic
3853,30-39,Female,Latino_Hispanic
715,30-39,Female,Latino_Hispanic
10201,30-39,Female,Latino_Hispanic
2256,30-39,Male,Latino_Hispanic
4411,30-39,Female,Latino_Hispanic
7496,30-39,Female,Latino_Hispanic
4080,30-39,Male,Latino_Hispanic
9588,30-39,Female,Latino_Hispanic
5026,30-39,Male,Latino_Hispanic
4996,30-39,Female,Latino_Hispanic
6689,30-39,Female,Latino_Hispanic
10428,30-39,Male,Latino_Hispanic
3377,30-39,Female,Latino_Hispanic
2767,30-39,Male,Latino_Hispanic
6104,30-39,Female,Latino_Hispanic
10757,30-39,Female,Latino_Hispanic
3239,30-39,Female,Latino_Hispanic
681,30-39,Male,Southeast Asian
1595,30-39,Female,Southeast Asian
4981,30-39,Male,Southeast Asian
10274,30-39,Male,Southeast Asian
7477,30-39,Male,Southeast Asian
7812,30-39,Male,Southeast Asian
2577,30-39,Female,Southeast Asian
3658,30-39,Female,Southeast Asian
4166,30-39,Male,Southeast Asian
5957,30-39,Female,Southeast Asian
4143,30-39,Male,Southeast Asian
9663,30-39,Male,Southeast Asian
7086,30-39,Female,Southeast Asian
9248,30-39,Female,Southeast Asian
5633,30-39,Female,Southeast Asian
7387,30-39,Male,Southeast Asian
5052,30-39,Male,Southeast Asian
3369,30-39,Male,Southeast Asian
7728,30-39,Female,Southeast Asian
10930,30-39,Female,Southeast Asian
306,30-39,Male,Southeast Asian
4358,30-39,Male,Southeast Asian
6844,30-39,Male,Southeast Asian
2754,30-39,Male,Southeast Asian
7742,30-39,Female,Southeast Asian
6693,30-39,Male,Southeast Asian
7661,30-39,Female,Southeast Asian
6611,30-39,Male,Southeast Asian
4718,30-39,Female,Southeast Asian
504,30-39,Male,Southeast Asian
8003,30-39,Male,Southeast Asian
1498,30-39,Female,Southeast Asian
1626,30-39,Male,Southeast Asian
9090,30-39,Female,Southeast Asian
1365,30-39,Male,Southeast Asian
2237,30-39,Male,Southeast Asian
4947,30-39,Female,Southeast Asian
1824,30-39,Male,Southeast Asian
5119,30-39,Female,Southeast Asian
3770,30-39,Male,Southeast Asian
10220,30-39,Male,Southeast Asian
8258,30-39,Male,Southeast Asian
3733,30-39,Male,Southeast Asian
8105,30-39,Male,Southeast Asian
9817,30-39,Male,Southeast Asian
3387,30-39,Female,Southeast Asian
7112,30-39,Male,Southeast Asian
6892,30-39,Male,Southeast Asian
10883,30-39,Female,Southeast Asian
9509,30-39,Male,Southeast Asian
2912,30-39,Female,Black
3924,30-39,Male,Black
356,30-39,Male,Black
7765,30-39,Male,Black
7359,30-39,Female,Black
10900,30-39,Male,Black
3305,30-39,Female,Black
4624,30-39,Male,Black
2757,30-39,Male,Black
5312,30-39,Male,Black
3547,30-39,Male,Black
7066,30-39,Male,Black
3800,30-39,Male,Black
4960,30-39,Male,Black
136,30-39,Male,Black
7616,30-39,Female,Black
9198,30-39,Female,Black
8746,30-39,Female,Black
9146,30-39,Female,Black
6834,30-39,Male,Black
9834,30-39,Female,Black
3634,30-39,Male,Black
7857,30-39,Male,Black
189,30-39,Female,Black
10915,30-39,Female,Black
3797,30-39,Female,Black
9175,30-39,Female,Black
7816,30-39,Female,Black
10037,30-39,Female,Black
8303,30-39,Female,Black
6131,30-39,Female,Black
5384,30-39,Female,Black
7053,30-39,Male,Black
3223,30-39,Male,Black
578,30-39,Male,Black
10116,30-39,Female,Black
1898,30-39,Female,Black
4030,30-39,Male,Black
7244,30-39,Male,Black
3673,30-39,Male,Black
9126,30-39,Male,Black
4912,30-39,Female,Black
4906,30-39,Male,Black
6426,30-39,Female,Black
10394,30-39,Female,Black
2809,30-39,Male,Black
2510,30-39,Male,Black
5807,30-39,Female,Black
10796,30-39,Male,Black
2773,30-39,Male,Black
3160,30-39,Female,Indian
6831,30-39,Male,Indian
3943,30-39,Female,Indian
3794,30-39,Male,Indian
4510,30-39,Female,Indian
3442,30-39,Female,Indian
10871,30-39,Male,Indian
564,30-39,Female,Indian
5267,30-39,Female,Indian
7538,30-39,Female,Indian
10825,30-39,Male,Indian
4670,30-39,Male,Indian
5185,30-39,Male,Indian
4524,30-39,Male,Indian
2581,30-39,Male,Indian
9705,30-39,Male,Indian
219,30-39,Male,Indian
10850,30-39,Female,Indian
2609,30-39,Male,Indian
8186,30-39,Male,Indian
2889,30-39,Male,Indian
4391,30-39,Male,Indian
7480,30-39,Female,Indian
5647,30-39,Male,Indian
9116,30-39,Male,Indian
269,30-39,Female,Indian
7514,30-39,Male,Indian
6208,30-39,Male,Indian
9096,30-39,Male,Indian
10802,30-39,Female,Indian
3307,30-39,Male,Indian
2515,30-39,Male,Indian
8782,30-39,Female,Indian
4987,30-39,Male,Indian
7773,30-39,Female,Indian
4390,30-39,Male,Indian
8421,30-39,Female,Indian
871,30-39,Female,Indian
10596,30-39,Female,Indian
10207,30-39,Male,Indian
7508,30-39,Male,Indian
3273,30-39,Male,Indian
9734,30-39,Female,Indian
10667,30-39,Female,Indian
6629,30-39,Male,Indian
5963,30-39,Male,Indian
4789,30-39,Male,Indian
8492,30-39,Male,Indian
3477,30-39,Female,Indian
3027,30-39,Male,Indian
6490,30-39,Male,Middle Eastern
10310,30-39,Male,Middle Eastern
1519,30-39,Male,Middle Eastern
5483,30-39,Female,Middle Eastern
7957,30-39,Male,Middle Eastern
7333,30-39,Male,Middle Eastern
9806,30-39,Male,Middle Eastern
2225,30-39,Male,Middle Eastern
912,30-39,Female,Middle Eastern
7426,30-39,Male,Middle Eastern
4217,30-39,Female,Middle Eastern
4419,30-39,Male,Middle Eastern
485,30-39,Male,Middle Eastern
8932,30-39,Female,Middle Eastern
4130,30-39,Male,Middle Eastern
10623,30-39,Male,Middle Eastern
2578,30-39,Male,Middle Eastern
3982,30-39,Male,Middle Eastern
9599,30-39,Male,Middle Eastern
4063,30-39,Male,Middle Eastern
7085,30-39,Female,Middle Eastern
510,30-39,Male,Middle Eastern
2437,30-39,Male,Middle Eastern
652,30-39,Male,Middle Eastern
3199,30-39,Male,Middle Eastern
4093,30-39,Male,Middle Eastern
10834,30-39,Male,Middle Eastern
6679,30-39,Male,Middle Eastern
4460,30-39,Male,Middle Eastern
9009,30-39,Male,Middle Eastern
3175,30-39,Male,Middle Eastern
10729,30-39,Male,Middle Eastern
4852,30-39,Female,Middle Eastern
10255,30-39,Female,Middle Eastern
4822,30-39,Male,Middle Eastern
2850,30-39,Female,Middle Eastern
9133,30-39,Male,Middle Eastern
4999,30-39,Female,Middle Eastern
3276,30-39,Male,Middle Eastern
7096,30-39,Male,Middle Eastern
177,30-39,Male,Middle Eastern
7220,30-39,Male,Middle Eastern
5781,30-39,Male,Middle Eastern
8983,30-39,Male,Middle Eastern
2963,30-39,Male,Middle Eastern
598,30-39,Male,Middle Eastern
6297,30-39,Male,Middle Eastern
4572,30-39,Male,Middle Eastern
1859,30-39,Male,Middle Eastern
7015,30-39,Male,Middle Eastern
10287,40-49,Female,East Asian
4034,40-49,Male,East Asian
6562,40-49,Female,East Asian
7623,40-49,Male,East Asian
8875,40-49,Male,East Asian
4473,40-49,Female,East Asian
10258,40-49,Female,East Asian
8765,40-49,Male,East Asian
9919,40-49,Male,East Asian
3578,40-49,Female,East Asian
7643,40-49,Male,East Asian
4291,40-49,Male,East Asian
10585,40-49,Male,East Asian
2664,40-49,Female,East Asian
3960,40-49,Male,East Asian
10180,40-49,Female,East Asian
6630,40-49,Female,East Asian
9127,40-49,Male,East Asian
10547,40-49,Male,East Asian
162,40-49,Male,East Asian
4696,40-49,Male,East Asian
9761,40-49,Male,East Asian
9549,40-49,Male,East Asian
4199,40-49,Female,East Asian
2553,40-49,Male,East Asian
8162,40-49,Male,East Asian
5964,40-49,Male,East Asian
7035,40-49,Male,East Asian
1568,40-49,Male,East Asian
8378,40-49,Male,East Asian
2383,40-49,Female,East Asian
4018,40-49,Male,East Asian
9845,40-49,Male,East Asian
6032,40-49,Male,East Asian
5798,40-49,Female,East Asian
9039,40-49,Male,East Asian
5447,40-49,Male,East Asian
4851,40-49,Male,East Asian
4774,40-49,Male,East Asian
5755,40-49,Male,East Asian
9155,40-49,Female,East Asian
1168,40-49,Male,East Asian
7279,40-49,Female,East Asian
2482,40-49,Male,East Asian
7222,40-49,Male,East Asian
3129,40-49,Male,East Asian
1602,40-49,Male,East Asian
10756,40-49,Male,East Asian
2272,40-49,Female,East Asian
2976,40-49,Female,East Asian
7841,40-49,Male,White
1625,40-49,Male,White
4931,40-49,Male,White
4992,40-49,Male,White
9446,40-49,Male,White
4755,40-49,Male,White
7039,40-49,Female,White
1235,40-49,Female,White
10626,40-49,Male,White
7939,40-49,Female,White
10931,40-49,Female,White
3019,40-49,Male,White
55,40-49,Male,White
9497,40-49,Male,White
2226,40-49,Female,White
7431,40-49,Male,White
6058,40-49,Male,White
2661,40-49,Male,White
