index,true_age_bin,true_gender,true_race,deepface_age,deepface_gender,gender_confidence
10273,30-39,Male,White,29,Man,"{'Woman': np.float32(0.0148569085), 'Man': np.float32(99.985146)}"
10386,30-39,Female,White,26,Woman,"{'Woman': np.float32(99.999596), 'Man': np.float32(0.00040053652)}"
82,30-39,Female,White,33,Man,"{'Woman': np.float32(12.363116), 'Man': np.float32(87.63689)}"
1385,30-39,Male,White,32,Man,"{'Woman': np.float32(0.47839162), 'Man': np.float32(99.521614)}"
2407,30-39,Female,White,29,Woman,"{'Woman': np.float32(99.851234), 'Man': np.float32(0.14876321)}"
6988,30-39,Male,White,30,Woman,"{'Woman': np.float32(83.02077), 'Man': np.float32(16.979229)}"
5456,30-39,Male,White,31,Man,"{'Woman': np.float32(0.047099546), 'Man': np.float32(99.9529)}"
4485,30-39,Female,White,27,Woman,"{'Woman': np.float32(54.914814), 'Man': np.float32(45.08519)}"
1244,30-39,Male,White,32,Man,"{'Woman': np.float32(0.9099089), 'Man': np.float32(99.09009)}"
7935,30-39,Male,White,29,Man,"{'Woman': np.float32(1.7097821), 'Man': np.float32(98.290215)}"
7165,30-39,Male,White,33,Man,"{'Woman': np.float32(0.0013263213), 'Man': np.float32(99.99868)}"
4011,30-39,Female,White,38,Woman,"{'Woman': np.float32(86.59154), 'Man': np.float32(13.408467)}"
3854,30-39,Male,White,26,Man,"{'Woman': np.float32(1.8379047), 'Man': np.float32(98.162094)}"
6759,30-39,Male,White,27,Man,"{'Woman': np.float32(22.258934), 'Man': np.float32(77.741066)}"
7472,30-39,Female,White,33,Woman,"{'Woman': np.float32(99.99998), 'Man': np.float32(2.9534263e-05)}"
9924,30-39,Male,White,25,Man,"{'Woman': np.float32(0.009182186), 'Man': np.float32(99.99082)}"
86,30-39,Male,White,32,Man,"{'Woman': np.float32(0.083180785), 'Man': np.float32(99.91682)}"
1345,30-39,Male,White,36,Man,"{'Woman': np.float32(2.876515), 'Man': np.float32(97.12349)}"
7327,30-39,Male,White,39,Man,"{'Woman': np.float32(2.1222882), 'Man': np.float32(97.87771)}"
5089,30-39,Male,White,40,Man,"{'Woman': np.float32(3.9607267), 'Man': np.float32(96.03927)}"
10117,30-39,Female,White,38,Man,"{'Woman': np.float32(2.6294143), 'Man': np.float32(97.37058)}"
6477,30-39,Female,White,30,Man,"{'Woman': np.float32(47.72212), 'Man': np.float32(52.27788)}"
481,30-39,Female,White,39,Man,"{'Woman': np.float32(6.240752), 'Man': np.float32(93.75925)}"
9510,30-39,Female,White,29,Woman,"{'Woman': np.float32(99.75177), 'Man': np.float32(0.2482312)}"
3672,30-39,Female,Latino_Hispanic,36,Man,"{'Woman': np.float32(5.240424), 'Man': np.float32(94.759575)}"
4293,30-39,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(0.0046861316), 'Man': np.float32(99.995316)}"
302,30-39,Male,Latino_Hispanic,30,Man,"{'Woman': np.float32(0.23724979), 'Man': np.float32(99.76276)}"
7839,30-39,Female,Latino_Hispanic,39,Woman,"{'Woman': np.float32(96.327065), 'Man': np.float32(3.6729271)}"
7567,30-39,Male,Latino_Hispanic,30,Man,"{'Woman': np.float32(6.876197), 'Man': np.float32(93.1238)}"
10884,30-39,Female,Latino_Hispanic,32,Woman,"{'Woman': np.float32(90.762856), 'Man': np.float32(9.237146)}"
3963,30-39,Male,Latino_Hispanic,37,Man,"{'Woman': np.float32(5.5293326), 'Man': np.float32(94.470665)}"
4702,30-39,Male,Latino_Hispanic,37,Man,"{'Woman': np.float32(2.449635), 'Man': np.float32(97.55037)}"
3163,30-39,Male,Latino_Hispanic,37,Man,"{'Woman': np.float32(0.010483468), 'Man': np.float32(99.98951)}"
5525,30-39,Female,Latino_Hispanic,46,Woman,"{'Woman': np.float32(97.00359), 'Man': np.float32(2.9964032)}"
4031,30-39,Female,Latino_Hispanic,33,Woman,"{'Woman': np.float32(94.31426), 'Man': np.float32(5.6857276)}"
7398,30-39,Male,Latino_Hispanic,25,Man,"{'Woman': np.float32(0.03037372), 'Man': np.float32(99.96963)}"
4210,30-39,Male,Latino_Hispanic,35,Woman,"{'Woman': np.float32(74.57283), 'Man': np.float32(25.427172)}"
5087,30-39,Male,Latino_Hispanic,38,Man,"{'Woman': np.float32(6.8558292), 'Man': np.float32(93.14417)}"
43,30-39,Female,Latino_Hispanic,34,Woman,"{'Woman': np.float32(99.97577), 'Man': np.float32(0.024230562)}"
7753,30-39,Male,Latino_Hispanic,44,Man,"{'Woman': np.float32(0.13051777), 'Man': np.float32(99.869484)}"
9194,30-39,Male,Latino_Hispanic,36,Man,"{'Woman': np.float32(15.744938), 'Man': np.float32(84.255066)}"
8750,30-39,Male,Latino_Hispanic,37,Man,"{'Woman': np.float32(0.033217397), 'Man': np.float32(99.96679)}"
9130,30-39,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(0.011702375), 'Man': np.float32(99.9883)}"
6958,30-39,Female,Latino_Hispanic,38,Woman,"{'Woman': np.float32(70.49919), 'Man': np.float32(29.500809)}"
9614,30-39,Male,Latino_Hispanic,27,Man,"{'Woman': np.float32(0.049642578), 'Man': np.float32(99.95036)}"
4074,30-39,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(0.012659525), 'Man': np.float32(99.98734)}"
7864,30-39,Male,Latino_Hispanic,35,Man,"{'Woman': np.float32(17.77416), 'Man': np.float32(82.22584)}"
68,30-39,Male,Latino_Hispanic,39,Man,"{'Woman': np.float32(7.4048533), 'Man': np.float32(92.59514)}"
10890,30-39,Male,Latino_Hispanic,28,Man,"{'Woman': np.float32(2.1489398), 'Man': np.float32(97.85106)}"
4196,30-39,Female,Latino_Hispanic,39,Woman,"{'Woman': np.float32(73.178215), 'Man': np.float32(26.821789)}"
9159,30-39,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(0.031075917), 'Man': np.float32(99.968925)}"
7862,30-39,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(33.66535), 'Man': np.float32(66.33465)}"
10265,30-39,Male,Latino_Hispanic,36,Man,"{'Woman': np.float32(11.991889), 'Man': np.float32(88.0081)}"
8522,30-39,Female,Latino_Hispanic,29,Woman,"{'Woman': np.float32(95.76832), 'Man': np.float32(4.231686)}"
6412,30-39,Female,Latino_Hispanic,30,Woman,"{'Woman': np.float32(99.50702), 'Man': np.float32(0.4929766)}"
5701,30-39,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(0.31749547), 'Man': np.float32(99.68251)}"
7285,30-39,Male,Latino_Hispanic,31,Man,"{'Woman': np.float32(0.0075908597), 'Man': np.float32(99.99241)}"
3853,30-39,Female,Latino_Hispanic,28,Woman,"{'Woman': np.float32(99.10291), 'Man': np.float32(0.8970868)}"
715,30-39,Female,Latino_Hispanic,27,Man,"{'Woman': np.float32(3.6450434), 'Man': np.float32(96.354965)}"
10201,30-39,Female,Latino_Hispanic,28,Woman,"{'Woman': np.float32(99.99525), 'Man': np.float32(0.004761531)}"
2256,30-39,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(18.011393), 'Man': np.float32(81.98861)}"
4411,30-39,Female,Latino_Hispanic,31,Woman,"{'Woman': np.float32(99.31115), 'Man': np.float32(0.6888509)}"
7496,30-39,Female,Latino_Hispanic,30,Man,"{'Woman': np.float32(4.947478), 'Man': np.float32(95.05251)}"
4080,30-39,Male,Latino_Hispanic,27,Man,"{'Woman': np.float32(16.772797), 'Man': np.float32(83.2272)}"
9588,30-39,Female,Latino_Hispanic,32,Man,"{'Woman': np.float32(27.973083), 'Man': np.float32(72.02692)}"
5026,30-39,Male,Latino_Hispanic,47,Man,"{'Woman': np.float32(28.564823), 'Man': np.float32(71.43518)}"
4996,30-39,Female,Latino_Hispanic,36,Man,"{'Woman': np.float32(33.791805), 'Man': np.float32(66.2082)}"
6689,30-39,Female,Latino_Hispanic,30,Woman,"{'Woman': np.float32(73.64397), 'Man': np.float32(26.356035)}"
10428,30-39,Male,Latino_Hispanic,35,Man,"{'Woman': np.float32(0.2856097), 'Man': np.float32(99.71439)}"
3377,30-39,Female,Latino_Hispanic,30,Man,"{'Woman': np.float32(29.967138), 'Man': np.float32(70.03287)}"
2767,30-39,Male,Latino_Hispanic,28,Man,"{'Woman': np.float32(0.100573644), 'Man': np.float32(99.89943)}"
6104,30-39,Female,Latino_Hispanic,29,Man,"{'Woman': np.float32(6.678837), 'Man': np.float32(93.32117)}"
10757,30-39,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(8.470403), 'Man': np.float32(91.529594)}"
3239,30-39,Female,Latino_Hispanic,45,Man,"{'Woman': np.float32(0.7132101), 'Man': np.float32(99.2868)}"
681,30-39,Male,Southeast Asian,39,Woman,"{'Woman': np.float32(51.54402), 'Man': np.float32(48.455975)}"
1595,30-39,Female,Southeast Asian,19,Man,"{'Woman': np.float32(0.40848967), 'Man': np.float32(99.591515)}"
4981,30-39,Male,Southeast Asian,27,Man,"{'Woman': np.float32(1.1923748), 'Man': np.float32(98.80762)}"
10274,30-39,Male,Southeast Asian,32,Man,"{'Woman': np.float32(7.349434), 'Man': np.float32(92.650566)}"
7477,30-39,Male,Southeast Asian,33,Man,"{'Woman': np.float32(0.97248805), 'Man': np.float32(99.02751)}"
7812,30-39,Male,Southeast Asian,26,Man,"{'Woman': np.float32(0.09442578), 'Man': np.float32(99.90558)}"
2577,30-39,Female,Southeast Asian,28,Man,"{'Woman': np.float32(0.51884204), 'Man': np.float32(99.481155)}"
3658,30-39,Female,Southeast Asian,30,Woman,"{'Woman': np.float32(99.4588), 'Man': np.float32(0.5412036)}"
4166,30-39,Male,Southeast Asian,33,Man,"{'Woman': np.float32(0.25104317), 'Man': np.float32(99.748955)}"
5957,30-39,Female,Southeast Asian,30,Man,"{'Woman': np.float32(1.9191003), 'Man': np.float32(98.080894)}"
4143,30-39,Male,Southeast Asian,31,Man,"{'Woman': np.float32(17.754774), 'Man': np.float32(82.24523)}"
9663,30-39,Male,Southeast Asian,44,Man,"{'Woman': np.float32(2.2438548), 'Man': np.float32(97.75614)}"
7086,30-39,Female,Southeast Asian,34,Man,"{'Woman': np.float32(0.9377421), 'Man': np.float32(99.062256)}"
9248,30-39,Female,Southeast Asian,44,Man,"{'Woman': np.float32(11.3334875), 'Man': np.float32(88.66652)}"
5633,30-39,Female,Southeast Asian,46,Woman,"{'Woman': np.float32(99.84083), 'Man': np.float32(0.1591735)}"
7387,30-39,Male,Southeast Asian,24,Man,"{'Woman': np.float32(0.0076773735), 'Man': np.float32(99.992325)}"
5052,30-39,Male,Southeast Asian,24,Man,"{'Woman': np.float32(0.00694718), 'Man': np.float32(99.99305)}"
3369,30-39,Male,Southeast Asian,28,Man,"{'Woman': np.float32(1.281828), 'Man': np.float32(98.71817)}"
7728,30-39,Female,Southeast Asian,42,Woman,"{'Woman': np.float32(99.66122), 'Man': np.float32(0.3387854)}"
10930,30-39,Female,Southeast Asian,30,Woman,"{'Woman': np.float32(99.99373), 'Man': np.float32(0.006274226)}"
306,30-39,Male,Southeast Asian,43,Man,"{'Woman': np.float32(1.6012092), 'Man': np.float32(98.39879)}"
4358,30-39,Male,Southeast Asian,27,Man,"{'Woman': np.float32(0.020099154), 'Man': np.float32(99.979904)}"
6844,30-39,Male,Southeast Asian,31,Man,"{'Woman': np.float32(44.31977), 'Man': np.float32(55.68023)}"
2754,30-39,Male,Southeast Asian,26,Man,"{'Woman': np.float32(0.06669356), 'Man': np.float32(99.93331)}"
7742,30-39,Female,Southeast Asian,32,Man,"{'Woman': np.float32(28.8365), 'Man': np.float32(71.1635)}"
6693,30-39,Male,Southeast Asian,29,Man,"{'Woman': np.float32(0.10435594), 'Man': np.float32(99.895645)}"
7661,30-39,Female,Southeast Asian,36,Woman,"{'Woman': np.float32(99.97345), 'Man': np.float32(0.026547594)}"
6611,30-39,Male,Southeast Asian,28,Man,"{'Woman': np.float32(30.888918), 'Man': np.float32(69.111084)}"
4718,30-39,Female,Southeast Asian,36,Man,"{'Woman': np.float32(21.52829), 'Man': np.float32(78.47172)}"
504,30-39,Male,Southeast Asian,23,Man,"{'Woman': np.float32(0.39852425), 'Man': np.float32(99.60149)}"
8003,30-39,Male,Southeast Asian,30,Man,"{'Woman': np.float32(0.03584199), 'Man': np.float32(99.96416)}"
1498,30-39,Female,Southeast Asian,33,Woman,"{'Woman': np.float32(99.998985), 'Man': np.float32(0.0010091518)}"
1626,30-39,Male,Southeast Asian,29,Man,"{'Woman': np.float32(0.04819133), 'Man': np.float32(99.951805)}"
9090,30-39,Female,Southeast Asian,29,Man,"{'Woman': np.float32(40.28492), 'Man': np.float32(59.715073)}"
1365,30-39,Male,Southeast Asian,28,Man,"{'Woman': np.float32(17.629368), 'Man': np.float32(82.370636)}"
2237,30-39,Male,Southeast Asian,27,Man,"{'Woman': np.float32(0.3456584), 'Man': np.float32(99.65435)}"
4947,30-39,Female,Southeast Asian,28,Man,"{'Woman': np.float32(22.874641), 'Man': np.float32(77.12536)}"
1824,30-39,Male,Southeast Asian,30,Man,"{'Woman': np.float32(1.726938), 'Man': np.float32(98.273056)}"
5119,30-39,Female,Southeast Asian,28,Woman,"{'Woman': np.float32(90.14218), 'Man': np.float32(9.8578205)}"
3770,30-39,Male,Southeast Asian,29,Man,"{'Woman': np.float32(0.01578516), 'Man': np.float32(99.984215)}"
10220,30-39,Male,Southeast Asian,30,Man,"{'Woman': np.float32(18.76278), 'Man': np.float32(81.23722)}"
8258,30-39,Male,Southeast Asian,29,Man,"{'Woman': np.float32(0.2588841), 'Man': np.float32(99.74112)}"
3733,30-39,Male,Southeast Asian,25,Man,"{'Woman': np.float32(0.051733118), 'Man': np.float32(99.948265)}"
8105,30-39,Male,Southeast Asian,34,Man,"{'Woman': np.float32(0.6568952), 'Man': np.float32(99.3431)}"
9817,30-39,Male,Southeast Asian,33,Man,"{'Woman': np.float32(4.7108607), 'Man': np.float32(95.28914)}"
3387,30-39,Female,Southeast Asian,31,Woman,"{'Woman': np.float32(51.552383), 'Man': np.float32(48.447613)}"
7112,30-39,Male,Southeast Asian,36,Man,"{'Woman': np.float32(11.110277), 'Man': np.float32(88.88972)}"
6892,30-39,Male,Southeast Asian,28,Man,"{'Woman': np.float32(0.3292064), 'Man': np.float32(99.67079)}"
10883,30-39,Female,Southeast Asian,42,Man,"{'Woman': np.float32(26.599354), 'Man': np.float32(73.40065)}"
9509,30-39,Male,Southeast Asian,34,Man,"{'Woman': np.float32(1.7650796), 'Man': np.float32(98.234924)}"
2912,30-39,Female,Black,37,Man,"{'Woman': np.float32(14.787322), 'Man': np.float32(85.21268)}"
3924,30-39,Male,Black,30,Man,"{'Woman': np.float32(0.6043256), 'Man': np.float32(99.39567)}"
356,30-39,Male,Black,27,Man,"{'Woman': np.float32(0.44309628), 'Man': np.float32(99.55691)}"
7765,30-39,Male,Black,35,Man,"{'Woman': np.float32(0.10018856), 'Man': np.float32(99.89981)}"
7359,30-39,Female,Black,30,Man,"{'Woman': np.float32(3.2755058), 'Man': np.float32(96.724495)}"
10900,30-39,Male,Black,33,Man,"{'Woman': np.float32(9.042235), 'Man': np.float32(90.95776)}"
3305,30-39,Female,Black,30,Man,"{'Woman': np.float32(10.176378), 'Man': np.float32(89.82362)}"
4624,30-39,Male,Black,33,Man,"{'Woman': np.float32(12.779673), 'Man': np.float32(87.22033)}"
2757,30-39,Male,Black,35,Man,"{'Woman': np.float32(7.0082145), 'Man': np.float32(92.99179)}"
5312,30-39,Male,Black,26,Man,"{'Woman': np.float32(1.7628322), 'Man': np.float32(98.23716)}"
3547,30-39,Male,Black,37,Man,"{'Woman': np.float32(5.8153725), 'Man': np.float32(94.184616)}"
7066,30-39,Male,Black,35,Man,"{'Woman': np.float32(13.706918), 'Man': np.float32(86.293076)}"
3800,30-39,Male,Black,29,Man,"{'Woman': np.float32(14.045799), 'Man': np.float32(85.95419)}"
4960,30-39,Male,Black,33,Man,"{'Woman': np.float32(0.36316893), 'Man': np.float32(99.636826)}"
136,30-39,Male,Black,42,Man,"{'Woman': np.float32(11.115202), 'Man': np.float32(88.8848)}"
7616,30-39,Female,Black,33,Man,"{'Woman': np.float32(23.01239), 'Man': np.float32(76.98761)}"
9198,30-39,Female,Black,48,Man,"{'Woman': np.float32(21.274906), 'Man': np.float32(78.7251)}"
8746,30-39,Female,Black,33,Man,"{'Woman': np.float32(21.068571), 'Man': np.float32(78.93143)}"
9146,30-39,Female,Black,30,Man,"{'Woman': np.float32(16.465137), 'Man': np.float32(83.53486)}"
6834,30-39,Male,Black,42,Man,"{'Woman': np.float32(0.18743639), 'Man': np.float32(99.81256)}"
9834,30-39,Female,Black,47,Man,"{'Woman': np.float32(0.06833708), 'Man': np.float32(99.93167)}"
3634,30-39,Male,Black,39,Man,"{'Woman': np.float32(1.4206444), 'Man': np.float32(98.57935)}"
7857,30-39,Male,Black,36,Man,"{'Woman': np.float32(5.218367), 'Man': np.float32(94.78164)}"
189,30-39,Female,Black,29,Woman,"{'Woman': np.float32(56.7175), 'Man': np.float32(43.2825)}"
10915,30-39,Female,Black,33,Woman,"{'Woman': np.float32(97.83603), 'Man': np.float32(2.163967)}"
3797,30-39,Female,Black,33,Woman,"{'Woman': np.float32(92.07178), 'Man': np.float32(7.928224)}"
9175,30-39,Female,Black,29,Man,"{'Woman': np.float32(0.0015613039), 'Man': np.float32(99.998436)}"
7816,30-39,Female,Black,30,Man,"{'Woman': np.float32(1.8164291), 'Man': np.float32(98.18357)}"
10037,30-39,Female,Black,32,Man,"{'Woman': np.float32(18.21931), 'Man': np.float32(81.780685)}"
8303,30-39,Female,Black,36,Man,"{'Woman': np.float32(11.089795), 'Man': np.float32(88.91021)}"
6131,30-39,Female,Black,27,Man,"{'Woman': np.float32(4.2012105), 'Man': np.float32(95.7988)}"
5384,30-39,Female,Black,33,Man,"{'Woman': np.float32(42.561714), 'Man': np.float32(57.43829)}"
7053,30-39,Male,Black,30,Man,"{'Woman': np.float32(0.5168373), 'Man': np.float32(99.483154)}"
3223,30-39,Male,Black,28,Man,"{'Woman': np.float32(3.8910575), 'Man': np.float32(96.10895)}"
578,30-39,Male,Black,39,Man,"{'Woman': np.float32(4.759505), 'Man': np.float32(95.24049)}"
10116,30-39,Female,Black,39,Man,"{'Woman': np.float32(44.479065), 'Man': np.float32(55.520935)}"
1898,30-39,Female,Black,31,Man,"{'Woman': np.float32(30.589596), 'Man': np.float32(69.41041)}"
4030,30-39,Male,Black,24,Man,"{'Woman': np.float32(0.1173645), 'Man': np.float32(99.88263)}"
7244,30-39,Male,Black,42,Man,"{'Woman': np.float32(2.5165677), 'Man': np.float32(97.48343)}"
3673,30-39,Male,Black,26,Man,"{'Woman': np.float32(0.0019507941), 'Man': np.float32(99.99805)}"
9126,30-39,Male,Black,29,Man,"{'Woman': np.float32(0.02638338), 'Man': np.float32(99.97361)}"
4912,30-39,Female,Black,28,Man,"{'Woman': np.float32(1.5074944), 'Man': np.float32(98.49251)}"
4906,30-39,Male,Black,41,Man,"{'Woman': np.float32(0.05107866), 'Man': np.float32(99.94892)}"
6426,30-39,Female,Black,26,Man,"{'Woman': np.float32(28.581238), 'Man': np.float32(71.41876)}"
10394,30-39,Female,Black,43,Woman,"{'Woman': np.float32(86.9425), 'Man': np.float32(13.057509)}"
2809,30-39,Male,Black,40,Man,"{'Woman': np.float32(0.011976633), 'Man': np.float32(99.98802)}"
2510,30-39,Male,Black,29,Man,"{'Woman': np.float32(1.7005386), 'Man': np.float32(98.29947)}"
5807,30-39,Female,Black,32,Man,"{'Woman': np.float32(22.691645), 'Man': np.float32(77.308365)}"
10796,30-39,Male,Black,31,Man,"{'Woman': np.float32(0.6777248), 'Man': np.float32(99.32227)}"
2773,30-39,Male,Black,34,Man,"{'Woman': np.float32(0.531928), 'Man': np.float32(99.46807)}"
3160,30-39,Female,Indian,39,Woman,"{'Woman': np.float32(97.17232), 'Man': np.float32(2.8276854)}"
6831,30-39,Male,Indian,30,Man,"{'Woman': np.float32(0.35536233), 'Man': np.float32(99.644646)}"
3943,30-39,Female,Indian,29,Man,"{'Woman': np.float32(2.8373697), 'Man': np.float32(97.162636)}"
3794,30-39,Male,Indian,29,Man,"{'Woman': np.float32(7.0523753), 'Man': np.float32(92.947624)}"
4510,30-39,Female,Indian,29,Man,"{'Woman': np.float32(17.152437), 'Man': np.float32(82.84756)}"
3442,30-39,Female,Indian,32,Man,"{'Woman': np.float32(2.0987396), 'Man': np.float32(97.90126)}"
10871,30-39,Male,Indian,26,Man,"{'Woman': np.float32(18.049913), 'Man': np.float32(81.95008)}"
564,30-39,Female,Indian,32,Man,"{'Woman': np.float32(0.97655535), 'Man': np.float32(99.02345)}"
5267,30-39,Female,Indian,30,Man,"{'Woman': np.float32(5.297261), 'Man': np.float32(94.70274)}"
7538,30-39,Female,Indian,32,Man,"{'Woman': np.float32(36.17953), 'Man': np.float32(63.820465)}"
10825,30-39,Male,Indian,27,Man,"{'Woman': np.float32(0.008051684), 'Man': np.float32(99.99195)}"
4670,30-39,Male,Indian,24,Man,"{'Woman': np.float32(6.7210255), 'Man': np.float32(93.27898)}"
5185,30-39,Male,Indian,49,Man,"{'Woman': np.float32(0.0017083331), 'Man': np.float32(99.9983)}"
4524,30-39,Male,Indian,28,Man,"{'Woman': np.float32(0.5440274), 'Man': np.float32(99.45597)}"
2581,30-39,Male,Indian,35,Woman,"{'Woman': np.float32(87.095276), 'Man': np.float32(12.904724)}"
9705,30-39,Male,Indian,30,Man,"{'Woman': np.float32(18.650625), 'Man': np.float32(81.34937)}"
219,30-39,Male,Indian,31,Man,"{'Woman': np.float32(0.030960884), 'Man': np.float32(99.96904)}"
10850,30-39,Female,Indian,39,Woman,"{'Woman': np.float32(99.66351), 'Man': np.float32(0.33649203)}"
2609,30-39,Male,Indian,24,Man,"{'Woman': np.float32(0.25848547), 'Man': np.float32(99.74151)}"
8186,30-39,Male,Indian,29,Man,"{'Woman': np.float32(0.09574609), 'Man': np.float32(99.90426)}"
2889,30-39,Male,Indian,33,Man,"{'Woman': np.float32(0.04332956), 'Man': np.float32(99.95667)}"
4391,30-39,Male,Indian,34,Man,"{'Woman': np.float32(0.10567997), 'Man': np.float32(99.894325)}"
7480,30-39,Female,Indian,29,Woman,"{'Woman': np.float32(99.311806), 'Man': np.float32(0.6881962)}"
5647,30-39,Male,Indian,30,Man,"{'Woman': np.float32(0.068020575), 'Man': np.float32(99.93198)}"
9116,30-39,Male,Indian,37,Man,"{'Woman': np.float32(4.748969), 'Man': np.float32(95.25104)}"
269,30-39,Female,Indian,31,Woman,"{'Woman': np.float32(99.99915), 'Man': np.float32(0.00085036556)}"
7514,30-39,Male,Indian,40,Man,"{'Woman': np.float32(1.4870954), 'Man': np.float32(98.5129)}"
6208,30-39,Male,Indian,33,Man,"{'Woman': np.float32(5.652924), 'Man': np.float32(94.34708)}"
9096,30-39,Male,Indian,31,Man,"{'Woman': np.float32(0.027918592), 'Man': np.float32(99.97208)}"
10802,30-39,Female,Indian,32,Woman,"{'Woman': np.float32(99.99993), 'Man': np.float32(7.4157666e-05)}"
3307,30-39,Male,Indian,29,Woman,"{'Woman': np.float32(60.536922), 'Man': np.float32(39.463078)}"
2515,30-39,Male,Indian,29,Man,"{'Woman': np.float32(0.018978076), 'Man': np.float32(99.981026)}"
8782,30-39,Female,Indian,27,Man,"{'Woman': np.float32(3.1110733), 'Man': np.float32(96.88892)}"
4987,30-39,Male,Indian,33,Man,"{'Woman': np.float32(0.06116311), 'Man': np.float32(99.938835)}"
7773,30-39,Female,Indian,35,Man,"{'Woman': np.float32(15.508749), 'Man': np.float32(84.49126)}"
4390,30-39,Male,Indian,39,Man,"{'Woman': np.float32(21.315462), 'Man': np.float32(78.68455)}"
8421,30-39,Female,Indian,31,Man,"{'Woman': np.float32(3.0382042), 'Man': np.float32(96.9618)}"
871,30-39,Female,Indian,25,Man,"{'Woman': np.float32(0.65530646), 'Man': np.float32(99.34469)}"
10596,30-39,Female,Indian,42,Woman,"{'Woman': np.float32(55.501484), 'Man': np.float32(44.498512)}"
10207,30-39,Male,Indian,36,Man,"{'Woman': np.float32(9.498989), 'Man': np.float32(90.50101)}"
7508,30-39,Male,Indian,26,Man,"{'Woman': np.float32(0.004279907), 'Man': np.float32(99.99572)}"
3273,30-39,Male,Indian,46,Man,"{'Woman': np.float32(0.00017917022), 'Man': np.float32(99.999825)}"
9734,30-39,Female,Indian,35,Woman,"{'Woman': np.float32(57.302094), 'Man': np.float32(42.697914)}"
10667,30-39,Female,Indian,31,Woman,"{'Woman': np.float32(99.94947), 'Man': np.float32(0.050525833)}"
6629,30-39,Male,Indian,37,Man,"{'Woman': np.float32(1.1652972), 'Man': np.float32(98.8347)}"
5963,30-39,Male,Indian,33,Man,"{'Woman': np.float32(17.799734), 'Man': np.float32(82.200264)}"
4789,30-39,Male,Indian,36,Man,"{'Woman': np.float32(0.42231694), 'Man': np.float32(99.577675)}"
8492,30-39,Male,Indian,36,Man,"{'Woman': np.float32(0.006832598), 'Man': np.float32(99.99317)}"
3477,30-39,Female,Indian,35,Woman,"{'Woman': np.float32(77.302376), 'Man': np.float32(22.697626)}"
3027,30-39,Male,Indian,31,Man,"{'Woman': np.float32(1.094769), 'Man': np.float32(98.905235)}"
6490,30-39,Male,Middle Eastern,33,Woman,"{'Woman': np.float32(59.79686), 'Man': np.float32(40.20314)}"
10310,30-39,Male,Middle Eastern,30,Woman,"{'Woman': np.float32(59.78771), 'Man': np.float32(40.212288)}"
1519,30-39,Male,Middle Eastern,29,Man,"{'Woman': np.float32(0.010869378), 'Man': np.float32(99.98913)}"
5483,30-39,Female,Middle Eastern,34,Man,"{'Woman': np.float32(45.027985), 'Man': np.float32(54.97201)}"
7957,30-39,Male,Middle Eastern,21,Man,"{'Woman': np.float32(0.017311148), 'Man': np.float32(99.9827)}"
7333,30-39,Male,Middle Eastern,39,Man,"{'Woman': np.float32(0.014702086), 'Man': np.float32(99.9853)}"
9806,30-39,Male,Middle Eastern,28,Man,"{'Woman': np.float32(0.05149598), 'Man': np.float32(99.9485)}"
2225,30-39,Male,Middle Eastern,30,Man,"{'Woman': np.float32(15.60555), 'Man': np.float32(84.39445)}"
912,30-39,Female,Middle Eastern,31,Man,"{'Woman': np.float32(49.629436), 'Man': np.float32(50.370564)}"
7426,30-39,Male,Middle Eastern,24,Man,"{'Woman': np.float32(0.0055319015), 'Man': np.float32(99.99447)}"
4217,30-39,Female,Middle Eastern,32,Woman,"{'Woman': np.float32(99.99976), 'Man': np.float32(0.00023414473)}"
4419,30-39,Male,Middle Eastern,31,Man,"{'Woman': np.float32(0.5327678), 'Man': np.float32(99.46724)}"
485,30-39,Male,Middle Eastern,27,Man,"{'Woman': np.float32(0.09320965), 'Man': np.float32(99.9068)}"
8932,30-39,Female,Middle Eastern,32,Woman,"{'Woman': np.float32(99.02931), 'Man': np.float32(0.970684)}"
4130,30-39,Male,Middle Eastern,36,Man,"{'Woman': np.float32(0.016239215), 'Man': np.float32(99.983765)}"
10623,30-39,Male,Middle Eastern,45,Man,"{'Woman': np.float32(0.0026433258), 'Man': np.float32(99.99735)}"
2578,30-39,Male,Middle Eastern,24,Man,"{'Woman': np.float32(0.171944), 'Man': np.float32(99.82805)}"
3982,30-39,Male,Middle Eastern,32,Man,"{'Woman': np.float32(0.8217509), 'Man': np.float32(99.178246)}"
9599,30-39,Male,Middle Eastern,30,Man,"{'Woman': np.float32(7.008656e-05), 'Man': np.float32(99.99993)}"
4063,30-39,Male,Middle Eastern,30,Man,"{'Woman': np.float32(0.0068441276), 'Man': np.float32(99.99316)}"
7085,30-39,Female,Middle Eastern,23,Man,"{'Woman': np.float32(20.106749), 'Man': np.float32(79.89326)}"
